archivo,fruto,madurez,estado,motivo,en_revision,conf_palta,n_defectos,conf_defecto_min,ratio_defecto,frac_dudosa
T10_d12_250_b_3.jpg,T10_250,3,revisar,area de defecto dudosa (100%),True,0.983,3,0.207,0.1297,1.0
T10_d12_252_a_2.jpg,T10_252,2,revisar,area de defecto dudosa (100%),True,0.98,3,0.182,0.1284,1.0
T10_d12_252_b_2.jpg,T10_252,2,revisar,area de defecto dudosa (100%),True,0.982,5,0.163,0.177,1.0
T10_d12_262_a_2.jpg,T10_262,2,auto,,False,0.981,0,,0.0,0.0
T10_d12_262_b_2.jpg,T10_262,2,auto,,False,0.981,1,0.691,0.0518,0.0
T10_d12_266_b_3.jpg,T10_266,3,auto,,False,0.98,1,0.544,0.0556,0.0
T10_d12_269_a_3.jpg,T10_269,3,auto,,False,0.976,1,0.692,0.084,0.0
T10_d12_269_b_3.jpg,T10_269,3,auto,,False,0.977,1,0.883,0.0411,0.0
T10_d12_274_a_3.jpg,T10_274,3,auto,,False,0.978,0,,0.0,0.0
T10_d12_274_b_3.jpg,T10_274,3,auto,,False,0.978,1,0.786,0.1827,0.0
T10_d12_276_a_3.jpg,T10_276,3,revisar,area de defecto dudosa (100%),True,0.98,3,0.154,0.0893,1.0
T10_d12_282_a_3.jpg,T10_282,3,revisar,area de defecto dudosa (100%),True,0.979,1,0.255,0.0301,1.0
T10_d12_282_b_3.jpg,T10_282,3,auto,,False,0.98,1,0.537,0.0799,0.0
T10_d12_283_a_4.jpg,T10_283,4,auto,,False,0.981,1,0.509,0.4419,0.0
T10_d12_283_b_4.jpg,T10_283,4,auto,,False,0.978,0,,0.0,0.0
T10_d12_284_a_3.jpg,T10_284,3,auto,,False,0.976,0,,0.0,0.0
T10_d12_284_b_3.jpg,T10_284,3,auto,,False,0.974,0,,0.0,0.0
T10_d12_290_a_4.jpg,T10_290,4,revisar,area de defecto dudosa (100%),True,0.979,4,0.207,0.8417,1.0
T10_d12_290_b_4.jpg,T10_290,4,revisar,area de defecto dudosa (100%),True,0.977,5,0.171,0.3783,1.0
T10_d12_294_a_5.jpg,T10_294,5,auto,,False,0.98,1,0.72,0.154,0.0
T10_d12_294_b_5.jpg,T10_294,5,revisar,area de defecto dudosa (100%),True,0.977,4,0.173,0.2282,1.0
T10_d12_295_a_3.jpg,T10_295,3,auto,,False,0.978,1,0.74,0.0989,0.0
T10_d12_295_b_3.jpg,T10_295,3,auto,,False,0.977,2,0.245,0.0523,0.238
T10_d12_296_a_3.jpg,T10_296,3,auto,,False,0.98,1,0.583,0.2837,0.0
T10_d12_296_b_3.jpg,T10_296,3,revisar,area de defecto dudosa (100%),True,0.978,3,0.16,0.3536,1.0
T10_d12_306_a_3.jpg,T10_306,3,auto,,False,0.978,0,,0.0,0.0
T10_d12_306_b_3.jpg,T10_306,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_314_a_3.jpg,T10_314,3,auto,,False,0.982,0,,0.0,0.0
T10_d12_314_b_3.jpg,T10_314,3,revisar,area de defecto dudosa (100%),True,0.978,4,0.233,0.4673,1.0
T10_d12_315_a_2.jpg,T10_315,2,auto,,False,0.977,0,,0.0,0.0
T10_d12_315_b_2.jpg,T10_315,2,revisar,area de defecto dudosa (100%),True,0.977,2,0.233,0.0727,1.0
T10_d12_326_a_3.jpg,T10_326,3,revisar,area de defecto dudosa (100%),True,0.981,3,0.251,0.0766,1.0
T10_d12_326_b_3.jpg,T10_326,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.22,0.1569,1.0
T10_d12_327_a_3.jpg,T10_327,3,auto,,False,0.979,0,,0.0,0.0
T10_d12_327_b_3.jpg,T10_327,3,auto,,False,0.979,0,,0.0,0.0
T10_d12_328_a_3.jpg,T10_328,3,revisar,area de defecto dudosa (100%),True,0.977,1,0.17,0.0111,1.0
T10_d12_328_b_3.jpg,T10_328,3,auto,,False,0.98,1,0.543,0.0294,0.0
T10_d12_330_b_2.jpg,T10_330,2,auto,,False,0.98,0,,0.0,0.0
T10_d12_333_a_3.jpg,T10_333,3,auto,,False,0.98,1,0.546,0.0233,0.0
T10_d12_333_b_3.jpg,T10_333,3,revisar,area de defecto dudosa (100%),True,0.979,3,0.226,0.3762,1.0
T10_d12_336_a_4.jpg,T10_336,4,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.981,3,0.168,0.7379,1.0
T10_d12_336_b_4.jpg,T10_336,4,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.98,4,0.155,0.7629,1.0
T10_d12_337_a_3.jpg,T10_337,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_337_b_3.jpg,T10_337,3,revisar,area de defecto dudosa (100%),True,0.978,4,0.19,0.3289,1.0
T10_d12_338_a_3.jpg,T10_338,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_338_b_3.jpg,T10_338,3,revisar,area de defecto dudosa (64%),True,0.975,3,0.34,0.2498,0.638
T10_d12_349_a_3.jpg,T10_349,3,auto,,False,0.981,0,,0.0,0.0
T10_d12_349_b_3.jpg,T10_349,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_350_a_3.jpg,T10_350,3,auto,,False,0.981,1,0.851,0.0501,0.0
T10_d12_350_b_3.jpg,T10_350,3,auto,,False,0.981,0,,0.0,0.0
T10_d12_351_a_2.jpg,T10_351,2,revisar,area de defecto dudosa (100%),True,0.979,1,0.188,0.0441,1.0
T10_d12_351_b_2.jpg,T10_351,2,revisar,area de defecto dudosa (100%),True,0.979,1,0.379,0.0509,1.0
T10_d12_355_a_3.jpg,T10_355,3,auto,,False,0.979,2,0.332,0.0438,0.295
T10_d12_355_b_3.jpg,T10_355,3,revisar,area de defecto dudosa (100%),True,0.981,1,0.303,0.0385,1.0
T10_d12_357_a_3.jpg,T10_357,3,revisar,area de defecto dudosa (74%),True,0.98,3,0.223,0.2189,0.745
T10_d12_357_b_3.jpg,T10_357,3,revisar,area de defecto dudosa (100%),True,0.98,3,0.237,0.1739,1.0
T10_d12_366_a_3.jpg,T10_366,3,auto,,False,0.977,1,0.754,0.0805,0.0
T10_d12_366_b_3.jpg,T10_366,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.43,0.0279,1.0
T10_d12_367_a_3.jpg,T10_367,3,revisar,area de defecto dudosa (100%),True,0.981,4,0.163,0.2945,1.0
T10_d12_367_b_3.jpg,T10_367,3,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.977,4,0.16,0.4732,1.0
T10_d12_372_a_3.jpg,T10_372,3,revisar,area de defecto dudosa (99%),True,0.979,2,0.412,0.0542,0.986
T10_d12_372_b_3.jpg,T10_372,3,revisar,area de defecto dudosa (100%),True,0.972,4,0.257,0.0992,0.999
T10_d12_376_a_3.jpg,T10_376,3,auto,,False,0.975,1,0.6,0.1566,0.0
T10_d12_376_b_3.jpg,T10_376,3,auto,,False,0.98,0,,0.0,0.0
T10_d12_377_a_3.jpg,T10_377,3,auto,,False,0.98,0,,0.0,0.0
T10_d12_377_b_3.jpg,T10_377,3,revisar,area de defecto dudosa (100%),True,0.977,1,0.309,0.0299,1.0
T10_d12_381_a_3.jpg,T10_381,3,auto,,False,0.98,0,,0.0,0.0
T10_d12_381_b_3.jpg,T10_381,3,revisar,area de defecto dudosa (100%),True,0.977,1,0.347,0.0276,1.0
T10_d12_382_a_3.jpg,T10_382,3,auto,,False,0.981,1,0.84,0.1197,0.0
T10_d12_387_a_3.jpg,T10_387,3,revisar,area de defecto dudosa (100%),True,0.981,5,0.162,0.6459,1.0
T10_d12_387_b_3.jpg,T10_387,3,revisar,area de defecto dudosa (100%),True,0.976,2,0.313,0.0563,1.0
T10_d12_400_a_2.jpg,T10_400,2,revisar,area de defecto dudosa (100%),True,0.974,4,0.22,0.1536,1.0
T10_d12_401_a_3.jpg,T10_401,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.194,0.0342,1.0
T10_d12_401_b_3.jpg,T10_401,3,auto,,False,0.976,1,0.715,0.1035,0.0
T10_d12_405_a_3.jpg,T10_405,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.183,0.0829,1.0
T10_d12_405_b_3.jpg,T10_405,3,auto,,False,0.98,1,0.512,0.0189,0.0
T10_d12_408_a_3.jpg,T10_408,3,revisar,area de defecto dudosa (100%),True,0.976,1,0.226,0.066,1.0
T10_d12_408_b_3.jpg,T10_408,3,revisar,area de defecto dudosa (100%),True,0.979,1,0.197,0.0996,1.0
T10_d12_410_a_3.jpg,T10_410,3,auto,,False,0.978,1,0.759,0.0287,0.0
T10_d12_410_b_3.jpg,T10_410,3,revisar,area de defecto dudosa (100%),True,0.98,1,0.192,0.0111,1.0
T10_d12_413_a_3.jpg,T10_413,3,auto,,False,0.976,1,0.854,0.0595,0.0
T10_d12_413_b_3.jpg,T10_413,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_414_a_3.jpg,T10_414,3,auto,,False,0.977,1,0.817,0.2149,0.0
T10_d12_414_b_3.jpg,T10_414,3,revisar,area de defecto dudosa (100%),True,0.978,5,0.181,0.4823,1.0
T10_d12_415_a_3.jpg,T10_415,3,auto,,False,0.975,0,,0.0,0.0
T10_d12_420_a_2.jpg,T10_420,2,revisar,area de defecto dudosa (100%),True,0.98,2,0.308,0.1555,1.0
T10_d12_420_b_2.jpg,T10_420,2,revisar,area de defecto dudosa (100%),True,0.979,1,0.485,0.0139,1.0
T10_d12_422_a_3.jpg,T10_422,3,revisar,area de defecto dudosa (100%),True,0.976,2,0.365,0.0502,1.0
T10_d12_422_b_3.jpg,T10_422,3,revisar,area de defecto dudosa (98%),True,0.977,3,0.191,0.0386,0.977
T10_d12_425_b_2.jpg,T10_425,2,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.977,4,0.246,0.3267,1.0
T10_d12_429_b_3.jpg,T10_429,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.214,0.0582,1.0
T10_d12_442_a_2.jpg,T10_442,2,auto,,False,0.978,1,0.654,0.0498,0.0
T10_d12_444_a_4.jpg,T10_444,4,auto,,False,0.976,0,,0.0,0.0
T10_d12_444_b_4.jpg,T10_444,4,auto,,False,0.981,0,,0.0,0.0
T10_d12_445_a_2.jpg,T10_445,2,revisar,area de defecto dudosa (100%),True,0.979,1,0.227,0.0561,1.0
T10_d12_445_b_2.jpg,T10_445,2,auto,,False,0.976,1,0.633,0.0193,0.0
T10_d12_446_a_3.jpg,T10_446,3,auto,,False,0.976,1,0.731,0.0798,0.0
T10_d12_446_b_3.jpg,T10_446,3,revisar,area de defecto dudosa (100%),True,0.979,2,0.205,0.0635,1.0
T10_d12_447_a_3.jpg,T10_447,3,revisar,area de defecto dudosa (100%),True,0.977,2,0.218,0.1696,1.0
T10_d12_447_b_3.jpg,T10_447,3,revisar,area de defecto dudosa (100%),True,0.978,3,0.167,0.1211,1.0
T10_d12_448_a_4.jpg,T10_448,4,auto,,False,0.974,1,0.687,0.2833,0.0
T10_d12_448_b_4.jpg,T10_448,4,revisar,area de defecto dudosa (100%),True,0.975,1,0.278,0.0217,1.0
T10_d12_449_a_3.jpg,T10_449,3,auto,,False,0.98,0,,0.0,0.0
T10_d12_449_b_3.jpg,T10_449,3,auto,,False,0.976,4,0.199,0.0994,0.484
T10_d12_454_a_3.jpg,T10_454,3,revisar,area de defecto dudosa (100%),True,0.974,1,0.22,0.0087,1.0
T10_d12_454_b_3.jpg,T10_454,3,auto,,False,0.975,2,0.161,0.0644,0.315
T10_d12_458_a_3.jpg,T10_458,3,auto,,False,0.977,0,,0.0,0.0
T10_d12_459_b_3.jpg,T10_459,3,revisar,area de defecto dudosa (100%),True,0.975,1,0.253,0.0574,1.0
T10_d12_470_a_4.jpg,T10_470,4,revisar,area de defecto dudosa (100%),True,0.978,4,0.196,0.7999,1.0
T10_d12_470_b_4.jpg,T10_470,4,auto,,False,0.979,0,,0.0,0.0
T10_d12_475_a_3.jpg,T10_475,3,revisar,area de defecto dudosa (100%),True,0.976,2,0.155,0.0658,1.0
T10_d12_475_b_3.jpg,T10_475,3,revisar,area de defecto dudosa (100%),True,0.98,3,0.17,0.1716,1.0
T10_d13_002_a_3.jpg,T10_002,3,auto,,False,0.976,0,,0.0,0.0
T10_d13_002_b_3.jpg,T10_002,3,auto,,False,0.977,0,,0.0,0.0
T10_d13_003_a_4.jpg,T10_003,4,revisar,area de defecto dudosa (100%),True,0.981,1,0.321,0.3736,1.0
T10_d13_003_b_4.jpg,T10_003,4,revisar,area de defecto dudosa (100%),True,0.981,1,0.19,0.1817,1.0
T10_d13_007_a_3.jpg,T10_007,3,auto,,False,0.98,1,0.662,0.0751,0.0
T10_d13_011_a_3.jpg,T10_011,3,auto,,False,0.979,1,0.782,0.1585,0.0
T10_d13_011_b_3.jpg,T10_011,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.287,0.0168,1.0
T10_d13_013_a_3.jpg,T10_013,3,auto,,False,0.977,0,,0.0,0.0
T10_d13_021_a_2.jpg,T10_021,2,auto,,False,0.978,0,,0.0,0.0
T10_d13_021_b_2.jpg,T10_021,2,auto,,False,0.981,1,0.617,0.0703,0.0
T10_d13_022_a_3.jpg,T10_022,3,auto,,False,0.983,0,,0.0,0.0
T10_d13_022_b_3.jpg,T10_022,3,revisar,area de defecto dudosa (100%),True,0.981,1,0.29,0.2045,1.0
T10_d13_026_a_4.jpg,T10_026,4,revisar,area de defecto dudosa (66%),True,0.974,2,0.401,0.1381,0.659
T10_d13_026_b_4.jpg,T10_026,4,auto,,False,0.979,0,,0.0,0.0
T10_d13_027_a_3.jpg,T10_027,3,auto,,False,0.983,0,,0.0,0.0
T10_d13_027_b_3.jpg,T10_027,3,revisar,area de defecto dudosa (100%),True,0.978,3,0.194,0.077,1.0
T10_d13_034_a_4.jpg,T10_034,4,revisar,area de defecto dudosa (100%),True,0.983,2,0.236,0.2602,1.0
T10_d13_034_b_4.jpg,T10_034,4,auto,,False,0.98,1,0.539,0.225,0.0
T10_d13_046_a_3.jpg,T10_046,3,revisar,area de defecto dudosa (100%),True,0.98,3,0.16,0.0222,1.0
T10_d13_046_b_3.jpg,T10_046,3,revisar,area de defecto dudosa (95%),True,0.978,4,0.193,0.0343,0.949
T10_d13_047_a_2.jpg,T10_047,2,auto,,False,0.98,0,,0.0,0.0
T10_d13_047_b_2.jpg,T10_047,2,auto,,False,0.978,0,,0.0,0.0
T10_d13_048_a_3.jpg,T10_048,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_048_b_3.jpg,T10_048,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_055_a_3.jpg,T10_055,3,auto,,False,0.98,1,0.729,0.0544,0.0
T10_d13_055_b_3.jpg,T10_055,3,auto,,False,0.981,1,0.64,0.033,0.0
T10_d13_061_a_3.jpg,T10_061,3,revisar,area de defecto dudosa (100%),True,0.978,5,0.233,0.4809,1.0
T10_d13_061_b_3.jpg,T10_061,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_067_a_3.jpg,T10_067,3,revisar,area de defecto dudosa (100%),True,0.973,2,0.338,0.0337,1.0
T10_d13_067_b_3.jpg,T10_067,3,revisar,area de defecto dudosa (100%),True,0.974,1,0.33,0.229,1.0
T10_d13_069_a_4.jpg,T10_069,4,auto,,False,0.981,2,0.228,0.1154,0.423
T10_d13_069_b_4.jpg,T10_069,4,revisar,area de defecto dudosa (100%),True,0.976,2,0.295,0.1891,1.0
T10_d13_083_a_3.jpg,T10_083,3,revisar,area de defecto dudosa (76%),True,0.977,3,0.2,0.0648,0.756
T10_d13_083_b_3.jpg,T10_083,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.328,0.0826,1.0
T10_d13_089_a_3.jpg,T10_089,3,auto,,False,0.977,2,0.521,0.0948,0.0
T10_d13_089_b_3.jpg,T10_089,3,auto,,False,0.977,2,0.596,0.131,0.0
T10_d13_093_a_3.jpg,T10_093,3,revisar,area de defecto dudosa (100%),True,0.981,1,0.448,0.0115,1.0
T10_d13_093_b_3.jpg,T10_093,3,revisar,area de defecto dudosa (100%),True,0.977,3,0.155,0.0437,1.0
T10_d13_094_a_3.jpg,T10_094,3,auto,,False,0.98,1,0.589,0.146,0.0
T10_d13_094_b_3.jpg,T10_094,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_096_a_2.jpg,T10_096,2,auto,,False,0.977,1,0.743,0.1467,0.0
T10_d13_097_a_3.jpg,T10_097,3,auto,,False,0.978,1,0.82,0.0647,0.0
T10_d13_097_b_3.jpg,T10_097,3,revisar,area de defecto dudosa (100%),True,0.979,4,0.233,0.7167,1.0
T10_d13_098_a_3.jpg,T10_098,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_098_b_3.jpg,T10_098,3,revisar,area de defecto dudosa (100%),True,0.979,1,0.425,0.0395,1.0
T10_d13_099_a_3.jpg,T10_099,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_099_b_3.jpg,T10_099,3,revisar,area de defecto dudosa (100%),True,0.981,1,0.189,0.0206,1.0
T10_d13_108_a_3.jpg,T10_108,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_108_b_3.jpg,T10_108,3,auto,,False,0.975,0,,0.0,0.0
T10_d13_110_a_3.jpg,T10_110,3,auto,,True,0.978,0,,0.0,0.0
T10_d13_110_b_3.jpg,T10_110,3,revisar,area de defecto dudosa (100%),True,0.978,2,0.232,0.0855,1.0
T10_d13_113_a_3.jpg,T10_113,3,auto,,True,0.98,1,0.872,0.095,0.0
T10_d13_113_b_3.jpg,T10_113,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_118_a_3.jpg,T10_118,3,revisar,area de defecto dudosa (100%),True,0.979,2,0.219,0.3198,1.0
T10_d13_118_b_3.jpg,T10_118,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_122_a_3.jpg,T10_122,3,revisar,area de defecto dudosa (100%),True,0.976,3,0.186,0.1367,1.0
T10_d13_122_b_3.jpg,T10_122,3,auto,,True,0.98,1,0.61,0.048,0.0
T10_d13_125_a_3.jpg,T10_125,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_128_a_2.jpg,T10_128,2,revisar,area de defecto dudosa (100%),True,0.981,1,0.224,0.0614,1.0
T10_d13_128_b_2.jpg,T10_128,2,revisar,area de defecto dudosa (100%),True,0.98,2,0.176,0.4106,1.0
T10_d13_129_a_3.jpg,T10_129,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.481,0.0145,1.0
T10_d13_129_b_3.jpg,T10_129,3,revisar,area de defecto dudosa (53%),True,0.979,3,0.155,0.0494,0.527
T10_d13_130_a_3.jpg,T10_130,3,revisar,area de defecto dudosa (95%),True,0.977,3,0.206,0.5632,0.953
T10_d13_130_b_3.jpg,T10_130,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_131_b_3.jpg,T10_131,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.288,0.0282,1.0
T10_d13_133_a_3.jpg,T10_133,3,revisar,area de defecto dudosa (98%),True,0.978,2,0.385,0.215,0.977
T10_d13_133_b_3.jpg,T10_133,3,auto,,False,0.982,0,,0.0,0.0
T10_d13_138_b_3.jpg,T10_138,3,revisar,area de defecto dudosa (100%),True,0.978,3,0.152,0.1164,1.0
T10_d13_145_a_2.jpg,T10_145,2,revisar,area de defecto dudosa (100%),True,0.979,2,0.278,0.2511,1.0
T10_d13_149_a_3.jpg,T10_149,3,revisar,area de defecto dudosa (100%),True,0.979,2,0.294,0.4663,1.0
T10_d13_152_a_3.jpg,T10_152,3,revisar,area de defecto dudosa (100%),True,0.981,3,0.191,0.1872,1.0
T10_d13_152_b_3.jpg,T10_152,3,auto,,False,0.979,3,0.174,0.0532,0.477
T10_d13_156_a_3.jpg,T10_156,3,revisar,area de defecto dudosa (100%),True,0.98,1,0.195,0.0182,1.0
T10_d13_156_b_3.jpg,T10_156,3,auto,,True,0.983,0,,0.0,0.0
T10_d13_163_a_3.jpg,T10_163,3,auto,,False,0.977,1,0.808,0.2834,0.0
T10_d13_163_b_3.jpg,T10_163,3,auto,,False,0.977,1,0.777,0.1671,0.0
T10_d13_165_a_3.jpg,T10_165,3,auto,,False,0.978,1,0.622,0.0512,0.0
T10_d13_165_b_3.jpg,T10_165,3,auto,,False,0.98,1,0.74,0.0405,0.0
T10_d13_166_a_3.jpg,T10_166,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_167_a_3.jpg,T10_167,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_168_a_4.jpg,T10_168,4,revisar,area de defecto dudosa (100%),True,0.976,3,0.155,0.181,1.0
T10_d13_168_b_4.jpg,T10_168,4,revisar,defecto rectangular; defecto rectangular; area de defecto dudosa (100%),True,0.981,4,0.157,0.4357,1.0
T10_d13_172_a_4.jpg,T10_172,4,revisar,area de defecto dudosa (100%),True,0.977,1,0.47,0.0142,1.0
T10_d13_172_b_4.jpg,T10_172,4,auto,,False,0.976,1,0.736,0.0527,0.0
T10_d13_181_a_3.jpg,T10_181,3,revisar,area de defecto dudosa (100%),True,0.979,1,0.175,0.2337,1.0
T10_d13_181_b_3.jpg,T10_181,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_193_b_3.jpg,T10_193,3,revisar,area de defecto dudosa (100%),True,0.981,1,0.24,0.0168,1.0
T10_d13_194_a_3.jpg,T10_194,3,revisar,area de defecto dudosa (100%),True,0.977,2,0.462,0.0945,1.0
T10_d13_194_b_3.jpg,T10_194,3,revisar,area de defecto dudosa (100%),True,0.98,3,0.209,0.3771,1.0
T10_d13_196_a_3.jpg,T10_196,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_196_b_3.jpg,T10_196,3,revisar,area de defecto dudosa (100%),True,0.982,1,0.36,0.0651,1.0
T10_d13_202_a_3.jpg,T10_202,3,revisar,area de defecto dudosa (100%),True,0.975,2,0.209,0.0279,1.0
T10_d13_202_b_3.jpg,T10_202,3,revisar,area de defecto dudosa (100%),True,0.979,2,0.196,0.0577,1.0
T10_d13_204_a_3.jpg,T10_204,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_204_b_3.jpg,T10_204,3,revisar,area de defecto dudosa (100%),True,0.975,3,0.221,0.1131,1.0
T10_d13_206_a_3.jpg,T10_206,3,revisar,area de defecto dudosa (100%),True,0.978,2,0.178,0.0528,1.0
T10_d13_206_b_3.jpg,T10_206,3,revisar,area de defecto dudosa (100%),True,0.978,1,0.213,0.0158,1.0
T10_d13_211_a_3.jpg,T10_211,3,auto,,False,0.981,1,0.697,0.0351,0.0
T10_d13_211_b_3.jpg,T10_211,3,auto,,False,0.98,1,0.77,0.1757,0.0
T10_d13_213_a_3.jpg,T10_213,3,auto,,False,0.977,0,,0.0,0.0
T10_d13_213_b_3.jpg,T10_213,3,revisar,area de defecto dudosa (100%),True,0.978,5,0.153,0.5035,1.0
T10_d13_215_a_3.jpg,T10_215,3,auto,,False,0.981,0,,0.0,0.0
T10_d13_215_b_3.jpg,T10_215,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_217_a_3.jpg,T10_217,3,auto,,False,0.982,1,0.756,0.1218,0.0
T10_d13_217_b_3.jpg,T10_217,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_221_a_3.jpg,T10_221,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_221_b_3.jpg,T10_221,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.427,0.1278,1.0
T10_d13_223_a_2.jpg,T10_223,2,revisar,area de defecto dudosa (100%),True,0.98,2,0.173,0.1272,1.0
T10_d13_223_b_2.jpg,T10_223,2,revisar,area de defecto dudosa (100%),True,0.977,3,0.189,0.0702,1.0
T10_d13_227_a_5.jpg,T10_227,5,revisar,area de defecto dudosa (80%),True,0.979,2,0.278,0.0649,0.801
T10_d13_227_b_5.jpg,T10_227,5,auto,,False,0.981,0,,0.0,0.0
T10_d13_229_a_3.jpg,T10_229,3,auto,,False,0.977,1,0.783,0.109,0.0
T10_d13_229_b_3.jpg,T10_229,3,auto,,False,0.978,0,,0.0,0.0
T10_d13_233_a_3.jpg,T10_233,3,revisar,area de defecto dudosa (100%),True,0.976,4,0.172,0.2834,1.0
T10_d13_233_b_3.jpg,T10_233,3,revisar,area de defecto dudosa (100%),True,0.981,2,0.19,0.0285,1.0
T10_d13_234_a_4.jpg,T10_234,4,revisar,area de defecto dudosa (100%),True,0.98,1,0.36,0.0461,1.0
T10_d13_236_b_2.jpg,T10_236,2,auto,,False,0.97,1,0.651,0.0835,0.0
T10_d13_237_a_3.jpg,T10_237,3,auto,,False,0.981,1,0.764,0.1343,0.0
T10_d13_237_b_3.jpg,T10_237,3,revisar,area de defecto dudosa (100%),True,0.978,5,0.195,0.3306,1.0
T10_d13_243_a_3.jpg,T10_243,3,auto,,False,0.979,0,,0.0,0.0
T10_d13_243_b_3.jpg,T10_243,3,revisar,area de defecto dudosa (100%),True,0.977,4,0.153,0.9703,1.0
T10_d13_245_a_3.jpg,T10_245,3,auto,,False,0.974,3,0.222,0.0889,0.328
T10_d13_245_b_3.jpg,T10_245,3,auto,,False,0.98,0,,0.0,0.0
T10_d13_250_a_3.jpg,T10_250,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.344,0.0569,1.0
T10_d13_250_b_3.jpg,T10_250,3,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.98,2,0.152,0.0792,1.0
T10_d13_252_a_2.jpg,T10_252,2,revisar,area de defecto dudosa (100%),True,0.982,2,0.185,0.127,1.0
T10_d13_252_b_2.jpg,T10_252,2,revisar,area de defecto dudosa (100%),True,0.976,5,0.176,0.254,1.0
T10_d13_262_a_3.jpg,T10_262,3,revisar,area de defecto dudosa (100%),True,0.981,3,0.197,0.0822,1.0
T10_d13_262_b_3.jpg,T10_262,3,revisar,area de defecto dudosa (100%),True,0.979,1,0.39,0.0155,1.0
T10_d13_266_a_3.jpg,T10_266,3,revisar,area de defecto dudosa (100%),True,0.979,2,0.265,0.2056,1.0
T10_d13_266_b_3.jpg,T10_266,3,revisar,area de defecto dudosa (100%),True,0.977,2,0.181,0.0406,1.0
T10_d13_269_a_4.jpg,T10_269,4,auto,,False,0.977,1,0.718,0.0757,0.0
T10_d13_269_b_4.jpg,T10_269,4,auto,,False,0.977,1,0.906,0.0435,0.0
T10_d13_274_a_3.jpg,T10_274,3,revisar,area de defecto dudosa (100%),True,0.98,2,0.236,0.0243,1.0
T10_d13_274_b_3.jpg,T10_274,3,auto,,False,0.976,1,0.803,0.1703,0.0
T10_d13_276_a_3.jpg,T10_276,3,revisar,area de defecto dudosa (100%),True,0.978,2,0.233,0.091,1.0
T10_d13_276_b_3.jpg,T10_276,3,revisar,area de defecto dudosa (100%),True,0.979,5,0.194,0.1011,1.0
T10_d13_282_a_4.jpg,T10_282,4,revisar,area de defecto dudosa (100%),True,0.981,1,0.276,0.038,1.0
T10_d13_282_b_4.jpg,T10_282,4,revisar,area de defecto dudosa (100%),True,0.98,1,0.461,0.0619,1.0
T10_d13_283_a_4.jpg,T10_283,4,revisar,area de defecto dudosa (100%),True,0.981,1,0.494,0.3392,1.0
T10_d13_283_b_4.jpg,T10_283,4,auto,,False,0.98,0,,0.0,0.0
T10_d13_284_a_4.jpg,T10_284,4,auto,,False,0.974,0,,0.0,0.0
T10_d13_284_b_4.jpg,T10_284,4,auto,,False,0.971,0,,0.0,0.0
T10_d13_290_a_5.jpg,T10_290,5,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.978,4,0.165,0.8481,1.0
T10_d13_290_b_5.jpg,T10_290,5,revisar,area de defecto dudosa (100%),True,0.978,3,0.29,0.2424,1.0
T10_d13_294_a_5.jpg,T10_294,5,revisar,area de defecto dudosa (100%),True,0.981,4,0.291,0.1972,1.0
T10_d13_294_b_5.jpg,T10_294,5,revisar,area de defecto dudosa (100%),True,0.978,3,0.318,0.1045,1.0
